Point;Latitude;Longitude;Departement_name;Departement_id;Region_name;Nom_Produit;Quantité
1281;41.9215;9.0246;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1282;41.9154;9.1203;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1283;41.9091;9.216;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1284;41.9028;9.3118;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1421;42.011;8.745;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1422;42.0051;8.8409;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1423;41.9991;8.9368;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1424;41.993;9.0327;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1425;41.9869;9.1286;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1426;41.9806;9.2245;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1427;41.9743;9.3203;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1564;42.0825;8.7528;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1565;42.0766;8.8489;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1566;42.0706;8.9449;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1567;42.0646;9.0409;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1568;42.0584;9.1369;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1569;42.0522;9.2329;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1570;42.0458;9.3288;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1571;42.0394;9.4248;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1637;42.3488;1.9977;Ripoll;17;Nouvelle-Aquitaine;Céréales;86472901
1642;42.3492;2.4818;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1643;42.349;2.5786;Alt Emporda ;17;Nouvelle-Aquitaine;Céréales;86472901
1644;42.3488;2.6754;Alt Emporda ;17;Nouvelle-Aquitaine;Céréales;86472901
1706;42.1599;8.6645;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1707;42.1541;8.7607;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1708;42.1482;8.8569;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1709;42.1422;8.953;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1710;42.1361;9.0491;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1711;42.1299;9.1452;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1712;42.1237;9.2413;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1713;42.1173;9.3374;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1714;42.1109;9.4334;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1715;42.1044;9.5295;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1780;42.4206;1.9973;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1781;42.4208;2.0942;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1784;42.4211;2.3851;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1785;42.421;2.482;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1786;42.4209;2.5789;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1787;42.4206;2.6759;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1788;42.4202;2.7728;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1849;42.2315;8.6723;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1850;42.2256;8.7686;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1851;42.2197;8.8649;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1852;42.2137;8.9611;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1853;42.2076;9.0574;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1854;42.2015;9.1536;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1855;42.1952;9.2498;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1856;42.1889;9.346;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1857;42.1824;9.4421;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1921;42.4916;1.8028;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1922;42.4921;1.8998;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1923;42.4924;1.9969;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1924;42.4927;2.0939;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1925;42.4929;2.191;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1926;42.4929;2.2881;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1927;42.4929;2.3851;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1928;42.4929;2.4822;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1929;42.4927;2.5792;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1930;42.4924;2.6763;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1931;42.4921;2.7733;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1932;42.4916;2.8704;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1933;42.4911;2.9674;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1934;42.4905;3.0645;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
1992;42.303;8.6801;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1993;42.2972;8.7765;Corse-du-Sud;20;Corse;Légumes cultivés pour le fruit;189611
1994;42.2913;8.8729;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1995;42.2853;8.9693;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1996;42.2792;9.0656;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1997;42.273;9.162;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1998;42.2667;9.2583;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
1999;42.2604;9.3546;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2000;42.2539;9.4509;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2064;42.5634;1.8021;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2065;42.5639;1.8993;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2067;42.5645;2.0936;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2068;42.5647;2.1908;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2069;42.5648;2.288;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2070;42.5648;2.3852;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2071;42.5647;2.4823;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2072;42.5645;2.5795;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2073;42.5642;2.6767;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2074;42.5639;2.7739;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2075;42.5634;2.8711;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2076;42.5629;2.9682;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2135;42.3746;8.6879;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2136;42.3688;8.7844;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2137;42.3629;8.8809;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2138;42.3568;8.9774;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2139;42.3507;9.0739;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2140;42.3446;9.1704;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2141;42.3383;9.2668;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2142;42.3319;9.3632;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2143;42.3254;9.4596;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2203;42.6326;1.4123;Pallars Sobiraira;25;Bourgogne-Franche-Comte;Céréales;47824684
2205;42.6341;1.6069;Ariege;9;Occitanie;Céréales;47277089
2206;42.6347;1.7042;Ariege;9;Occitanie;Céréales;47277089
2207;42.6353;1.8014;Ariege;9;Occitanie;Céréales;47277089
2208;42.6357;1.8987;Ariege;9;Occitanie;Céréales;47277089
2209;42.6361;1.996;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2210;42.6363;2.0933;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2211;42.6365;2.1906;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2212;42.6366;2.2879;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2213;42.6366;2.3852;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2214;42.6365;2.4825;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2215;42.6363;2.5798;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2216;42.6361;2.6771;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2217;42.6357;2.7744;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2218;42.6353;2.8717;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2219;42.6347;2.969;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2278;42.4462;8.6957;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2279;42.4404;8.7924;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2280;42.4344;8.889;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2281;42.4284;8.9856;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2282;42.4223;9.0822;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2283;42.4161;9.1788;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2284;42.4098;9.2753;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2285;42.4034;9.3719;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2286;42.397;9.4684;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2336;42.6915;0.4373;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2338;42.6948;0.632;Haute-Garonne;31;Occitanie;Céréales;47277089
2346;42.7044;1.4111;Ariege;9;Occitanie;Céréales;47277089
2347;42.7052;1.5086;Ariege;9;Occitanie;Céréales;47277089
2348;42.706;1.606;Ariege;9;Occitanie;Céréales;47277089
2349;42.7066;1.7034;Ariege;9;Occitanie;Céréales;47277089
2350;42.7071;1.8008;Ariege;9;Occitanie;Céréales;47277089
2351;42.7076;1.8982;Ariege;9;Occitanie;Céréales;47277089
2352;42.7079;1.9956;Ariege;9;Occitanie;Céréales;47277089
2353;42.7082;2.093;Ariege;9;Occitanie;Céréales;47277089
2354;42.7084;2.1905;Aude;11;Occitanie;Céréales;47277089
2355;42.7085;2.2879;Aude;11;Occitanie;Céréales;47277089
2356;42.7085;2.3853;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2357;42.7084;2.4827;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2358;42.7082;2.5801;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2359;42.7079;2.6775;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2360;42.7076;2.775;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2361;42.7071;2.8724;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2362;42.7066;2.9698;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2421;42.5178;8.7036;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2423;42.506;8.8971;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2424;42.5;8.9938;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2425;42.4939;9.0905;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2426;42.4877;9.1872;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2427;42.4814;9.2839;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2428;42.475;9.3805;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2429;42.4685;9.4772;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2474;42.7535;-0.0524;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2475;42.7557;0.045;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2476;42.7577;0.1425;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2477;42.7597;0.24;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2478;42.7616;0.3374;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2479;42.7634;0.4349;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2480;42.765;0.5324;Haute-Garonne;31;Occitanie;Céréales;47277089
2481;42.7667;0.6299;Haute-Garonne;31;Occitanie;Céréales;47277089
2484;42.7709;0.9224;Val d'Aran;25;Bourgogne-Franche-Comte;Céréales;47824684
2486;42.7733;1.1174;Ariege;9;Occitanie;Céréales;47277089
2487;42.7744;1.2149;Ariege;9;Occitanie;Céréales;47277089
2488;42.7754;1.3125;Ariege;9;Occitanie;Céréales;47277089
2489;42.7763;1.41;Ariege;9;Occitanie;Céréales;47277089
2490;42.7771;1.5075;Ariege;9;Occitanie;Céréales;47277089
2491;42.7778;1.6051;Ariege;9;Occitanie;Céréales;47277089
2492;42.7784;1.7026;Ariege;9;Occitanie;Céréales;47277089
2493;42.779;1.8001;Ariege;9;Occitanie;Céréales;47277089
2494;42.7794;1.8977;Ariege;9;Occitanie;Céréales;47277089
2495;42.7798;1.9952;Aude;11;Occitanie;Céréales;47277089
2496;42.78;2.0927;Aude;11;Occitanie;Céréales;47277089
2497;42.7802;2.1903;Aude;11;Occitanie;Céréales;47277089
2498;42.7803;2.2878;Aude;11;Occitanie;Céréales;47277089
2499;42.7803;2.3854;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2500;42.7802;2.4829;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2501;42.78;2.5804;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2502;42.7798;2.678;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2503;42.7794;2.7755;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2504;42.779;2.873;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2505;42.7784;2.9706;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2565;42.5835;8.8083;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2566;42.5776;8.9052;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2567;42.5716;9.002;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2568;42.5654;9.0989;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2569;42.5592;9.1957;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2570;42.5529;9.2925;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2571;42.5465;9.3892;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2572;42.54;9.486;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2612;42.8133;-0.5431;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2613;42.8159;-0.4456;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2614;42.8184;-0.3481;Alto Gallego;22;Bretagne;Céréales;40266415
2615;42.8208;-0.2505;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2616;42.8231;-0.1529;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2617;42.8254;-0.0554;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2618;42.8275;0.0422;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2619;42.8296;0.1398;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2620;42.8315;0.2374;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2621;42.8334;0.335;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2622;42.8352;0.4326;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2623;42.8369;0.5302;Haute-Garonne;31;Occitanie;Céréales;47277089
2624;42.8385;0.6278;Haute-Garonne;31;Occitanie;Céréales;47277089
2626;42.8414;0.823;Haute-Garonne;31;Occitanie;Céréales;47277089
2627;42.8428;0.9206;Ariege;9;Occitanie;Céréales;47277089
2628;42.844;1.0183;Ariege;9;Occitanie;Céréales;47277089
2629;42.8452;1.1159;Ariege;9;Occitanie;Céréales;47277089
2630;42.8463;1.2136;Ariege;9;Occitanie;Céréales;47277089
2631;42.8472;1.3112;Ariege;9;Occitanie;Céréales;47277089
2632;42.8481;1.4088;Ariege;9;Occitanie;Céréales;47277089
2633;42.8489;1.5065;Ariege;9;Occitanie;Céréales;47277089
2634;42.8497;1.6041;Ariege;9;Occitanie;Céréales;47277089
2635;42.8503;1.7018;Ariege;9;Occitanie;Céréales;47277089
2636;42.8508;1.7995;Ariege;9;Occitanie;Céréales;47277089
2637;42.8513;1.8971;Aude;11;Occitanie;Céréales;47277089
2638;42.8516;1.9948;Aude;11;Occitanie;Céréales;47277089
2639;42.8519;2.0924;Aude;11;Occitanie;Céréales;47277089
2640;42.8521;2.1901;Aude;11;Occitanie;Céréales;47277089
2641;42.8522;2.2877;Aude;11;Occitanie;Céréales;47277089
2642;42.8522;2.3854;Aude;11;Occitanie;Céréales;47277089
2643;42.8521;2.4831;Aude;11;Occitanie;Céréales;47277089
2644;42.8519;2.5807;Aude;11;Occitanie;Céréales;47277089
2645;42.8516;2.6784;Aude;11;Occitanie;Céréales;47277089
2646;42.8513;2.776;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2647;42.8508;2.8737;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2648;42.8503;2.9714;Pyrenees-Orientales;66;Occitanie;Céréales;47277089
2711;42.637;9.1072;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2712;42.6308;9.2042;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2713;42.6245;9.3011;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2714;42.6181;9.398;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2754;42.8824;-0.6444;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2755;42.8851;-0.5467;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2756;42.8877;-0.4491;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2757;42.8902;-0.3514;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2758;42.8926;-0.2537;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2759;42.895;-0.156;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2760;42.8972;-0.0584;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2761;42.8993;0.0393;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2762;42.9014;0.137;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2763;42.9034;0.2348;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2764;42.9052;0.3325;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2765;42.907;0.4302;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2766;42.9087;0.5279;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2767;42.9103;0.6257;Haute-Garonne;31;Occitanie;Céréales;47277089
2770;42.9146;0.9189;Ariege;9;Occitanie;Céréales;47277089
2771;42.9159;1.0166;Ariege;9;Occitanie;Céréales;47277089
2772;42.917;1.1144;Ariege;9;Occitanie;Céréales;47277089
2773;42.9181;1.2122;Ariege;9;Occitanie;Céréales;47277089
2774;42.9191;1.3099;Ariege;9;Occitanie;Céréales;47277089
2775;42.92;1.4077;Ariege;9;Occitanie;Céréales;47277089
2776;42.9208;1.5055;Ariege;9;Occitanie;Céréales;47277089
2777;42.9215;1.6032;Ariege;9;Occitanie;Céréales;47277089
2778;42.9221;1.701;Ariege;9;Occitanie;Céréales;47277089
2779;42.9227;1.7988;Ariege;9;Occitanie;Céréales;47277089
2780;42.9231;1.8966;Ariege;9;Occitanie;Céréales;47277089
2781;42.9235;1.9943;Aude;11;Occitanie;Céréales;47277089
2782;42.9237;2.0921;Aude;11;Occitanie;Céréales;47277089
2783;42.9239;2.1899;Aude;11;Occitanie;Céréales;47277089
2784;42.924;2.2877;Aude;11;Occitanie;Céréales;47277089
2785;42.924;2.3855;Aude;11;Occitanie;Céréales;47277089
2786;42.9239;2.4833;Aude;11;Occitanie;Céréales;47277089
2787;42.9237;2.581;Aude;11;Occitanie;Céréales;47277089
2788;42.9235;2.6788;Aude;11;Occitanie;Céréales;47277089
2789;42.9231;2.7766;Aude;11;Occitanie;Céréales;47277089
2791;42.9221;2.9722;Aude;11;Occitanie;Céréales;47277089
2854;42.7086;9.1156;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2855;42.7023;9.2127;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2856;42.696;9.3097;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2857;42.6896;9.4067;Haute-Corse;20;Corse;Légumes cultivés pour le fruit;189611
2895;42.9486;-0.8436;Pirinioak / Pirineo;31;Occitanie;Céréales;47277089
2897;42.9543;-0.6481;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2898;42.9569;-0.5503;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2899;42.9595;-0.4525;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2900;42.962;-0.3547;Pyrenees-Atlantiques;64;Nouvelle-Aquitaine;Céréales;86472901
2901;42.9645;-0.2569;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2902;42.9668;-0.1591;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2903;42.969;-0.0613;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2904;42.9712;0.0365;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2905;42.9732;0.1343;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2906;42.9752;0.2321;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2907;42.9771;0.33;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2908;42.9789;0.4278;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2909;42.9806;0.5257;Hautes-Pyrenees;65;Occitanie;Céréales;47277089
2910;42.9822;0.6235;Haute-Garonne;31;Occitanie;Céréales;47277089
2911;42.9837;0.7214;Haute-Garonne;31;Occitanie;Céréales;47277089
2912;42.9851;0.8192;Haute-Garonne;31;Occitanie;Céréales;47277089
2913;42.9865;0.9171;Haute-Garonne;31;Occitanie;Céréales;47277089
2914;42.9877;1.015;Ariege;9;Occitanie;Céréales;47277089
2915;42.9889;1.1129;Ariege;9;Occitanie;Céréales;47277089
2916;42.99;1.2108;Ariege;9;Occitanie;Céréales;47277089
2917;42.9909;1.3086;Ariege;9;Occitanie;Céréales;47277089
2918;42.9918;1.4065;Ariege;9;Occitanie;Céréales;47277089
2919;42.9927;1.5044;Ariege;9;Occitanie;Céréales;47277089
2920;42.9934;1.6023;Ariege;9;Occitanie;Céréales;47277089
2921;42.994;1.7002;Ariege;9;Occitanie;Céréales;47277089
2922;42.9945;1.7981;Ariege;9;Occitanie;Céréales;47277089
2923;42.995;1.896;Ariege;9;Occitanie;Céréales;47277089
2924;42.9953;1.9939;Aude;11;Occitanie;Céréales;47277089
2925;42.9956;2.0918;Aude;11;Occitanie;Céréales;47277089
2926;42.9958;2.1897;Aude;11;Occitanie;Céréales;47277089
2927;42.9959;2.2876;Aude;11;Occitanie;Céréales;47277089
2928;42.9959;2.3855;Aude;11;Occitanie;Céréales;47277089
